time_s,T_zone_degC,T_outdoor_degC,H_global_Wm2,u_heating,power_W,energy_Wh_step
28944000,19.263493231744008,-4.821249999999964,0.0,24.0,1099.4638352669706,274.86595881674265
28944900,19.67581059576065,-4.848333332999971,0.0,24.0,1105.218347813753,276.3045869534383
28945800,20.014156421127495,-4.87624999999997,0.0,24.0,1103.523806628065,275.8809516570162
28946700,20.261036532332753,-4.899999999999977,0.0,24.0,1102.276501479264,275.569125369816
28947600,20.443517562269335,-4.920624999999973,0.0,24.0,1101.3985716944533,275.3496429236133
28948500,20.585486762512517,-4.935000000000002,0.0,24.0,1100.745823194869,275.18645579871725
28949400,20.702338266753998,-4.931874999999991,0.0,24.0,1100.2218565204057,275.0554641301014
28950300,20.803085921752768,-4.899999999999977,0.0,24.0,1099.7708531798855,274.9427132949714
28951200,20.892851837468356,-4.831874999999968,0.0,24.0,1099.3632145250997,274.8408036312749
28952100,20.97467661581004,-4.734999999999957,0.0,24.0,1098.9872472296856,274.7468118074214
28953000,21.050383557590806,-4.620624999999961,0.0,24.0,1098.7180099144584,274.6795024786146
28953900,21.12076020019049,-4.5,0.0,24.0,1098.6686357082085,274.6671589270521
28954800,21.186664604333203,-4.377226562999965,0.0,24.0,1098.6566684442325,274.66416711105813
28955700,21.24874224000257,-4.250937499999964,0.0,24.0,1098.6517939292492,274.6629484823123
28956600,21.307416466969073,-4.12417968699998,0.0,24.0,1098.6492547228208,274.6623136807052
28957500,21.36303285223721,-4.0,0.0,24.0,1098.6476824604754,274.66192061511885
28958400,21.41594662417492,-3.8548828129999606,0.0,24.0,1098.6465893815978,274.66164734539944
28959300,21.466314065779557,-3.701562499999966,0.0,24.0,1098.6457756773366,274.66144391933415
28960200,21.51413701638836,-3.5974609379999833,0.0,24.0,1098.6451462114046,274.66128655285115
28961100,21.55986660930847,-3.599999999999966,0.0,24.0,1098.6446496094309,274.6611624023577
28962000,21.60426507671383,-3.6749999999999545,0.0,24.0,1098.6442371403296,274.6610592850824
28962900,21.647629049332807,-3.75,0.0,24.0,1098.6438839272873,274.66097098182183
28963800,21.689617072843646,-3.8249999999999886,0.0,24.0,1098.6435781415234,274.66089453538086
28964700,21.72959733393145,-3.8999999999999773,0.0,24.0,1098.6433110890991,274.6608277722748
28965600,21.76142887783618,-3.974999999999966,0.0,19.0,1074.4619469522472,268.6154867380618
28966500,21.761879088862543,-4.0499999999999545,0.0,19.0,1003.7779281441691,250.94448203604227
28967400,21.61152505454254,-4.125,0.0,19.0,897.6985974722837,224.42464936807093
28968300,21.270485309830917,-4.199999999999989,0.0,19.0,897.6989941629381,224.42474854073453
28969200,20.93158953073447,-4.274999999999977,0.0,19.0,897.8637133639878,224.46592834099692
28970100,20.626074911429214,-4.349999999999966,0.0,19.0,898.8969055050159,224.72422637625397
28971000,20.36878646907337,-4.4249999999999545,0.0,19.0,899.8192078851089,224.95480197127722
28971900,20.158684007369686,-4.5,0.0,19.0,900.4402913641466,225.11007284103664
28972800,19.984631151606948,-4.472343749999993,0.0,19.0,900.7855020913169,225.19637552282921
