time_s,T_zone_degC,T_outdoor_degC,H_global_Wm2,u_heating,power_W,energy_Wh_step
7776000,19.669264215813087,5.083203125000011,0.0,21.5,1029.3978366186575,257.3494591546644
7776900,19.97708215299025,5.065625000000011,0.0,21.98772580504032,1078.2275079693804,269.5568769923451
7777800,20.331530089031105,5.040234375000011,0.0,22.456708580912725,1095.4818642637997,273.8704660659499
7778700,20.6228782919855,5.0,0.0,22.888925582549007,1099.1225319211671,274.7806329802918
7779600,20.84205311956208,4.9500000000000455,0.0,23.26776695296637,1098.71679112766,274.679197781915
7780500,21.006378751136367,4.900000000000034,0.0,23.578674030756364,1098.6736463633404,274.6684115908351
7781400,21.133718847893306,4.850000000000023,0.0,23.80969883127822,1098.6599448435604,274.6649862108901
7782300,21.23687019197888,4.800000000000011,0.0,23.951963201008077,1098.6541257308968,274.6635314327242
7783200,21.32401535479272,4.75,0.0,24.0,1098.6511084361787,274.66277710904467
7784100,21.400237223330862,4.7000000000000455,0.0,23.951963201008077,1098.6492762629832,274.6623190657458
7785000,21.46867556758798,4.650000000000034,0.0,23.80969883127822,1098.6480353234413,274.6620088308603
7785900,21.531295129803254,4.600000000000023,0.0,23.578674030756364,1098.6471290686748,274.6617822671687
7786800,21.589373882924463,4.569531250000011,0.0,23.26776695296637,1098.6464268086938,274.66160670217346
7787700,21.64366815750691,4.568750000000023,0.0,22.888925582549007,1098.6458611907053,274.66146529767633
7788600,21.694490652535933,4.583593750000034,0.0,22.456708580912725,1098.6453937357362,274.66134843393405
7789500,21.742109113397078,4.600000000000023,0.0,21.98772580504032,1098.645000324676,274.661250081169
7790400,21.786581702051933,4.61328125,0.0,21.5,1097.3915756957367,274.3478939239342
7791300,21.827375039006142,4.631250000000023,0.0,21.01227419495968,1093.2683409932051,273.3170852483013
7792200,21.86291624527638,4.658593750000023,0.0,20.543291419087275,1083.6189476335185,270.9047369083796
7793100,21.888630808013488,4.7000000000000455,0.0,20.111074417450993,1058.3819799111466,264.59549497778664
7794000,21.884681702906562,4.764062500000023,0.0,19.73223304703363,978.9557830718809,244.73894576797022
7794900,21.757122808602162,4.84583333300003,0.0,19.421325969243636,897.6988707023283,224.4247176755821
7795800,21.5232954356062,4.9296875,0.0,19.190301168721785,897.6988792365496,224.4247198091374
7796700,21.296202193594524,5.0,0.0,19.048036798991923,897.6989391775294,224.42473479438235
7797600,21.091331546975766,5.052343750000034,0.0,19.0,897.6990540328577,224.42476350821443
7798500,20.915019733389727,5.0979166670000495,0.0,19.048036798991923,897.6992054458344,224.4248013614586
7799400,20.768564297945886,5.14453125,0.575520833333,19.190301168721785,897.6993816439767,224.42484541099418
7800300,20.647497079453444,5.2000000000000455,2.61805555556,19.421325969243636,897.699574838244,224.424893709561
7801200,20.546828827159345,5.263281250000034,6.6015625,19.73223304703363,897.9375372486678,224.48438431216695
7802100,20.462498115212043,5.331250000000011,13.0,20.111074417450993,898.372686868509,224.59317171712726
7803000,20.398169253125502,5.408593750000023,21.3213900862,20.543291419087275,909.7643228062386,227.44108070155966
7803900,20.402583960595962,5.5,30.593151341,21.012274194959677,955.7449376544325,238.93623441360813
7804800,20.55086819436451,5.600000000000023,40.5683369253,21.5,1010.9295648238333,252.73239120595832
7805700,20.793505934856796,5.7000000000000455,51.0,21.98772580504032,1054.2908589097005,263.57271472742514
7806600,21.051336607210487,5.800000000000011,61.7199815271,22.456708580912725,1078.8160508258438,269.70401270646096
7807500,21.2741389997895,5.900000000000034,72.592364532,22.888925582549003,1092.3758353949668,273.0939588487417
7808400,21.450373252394854,6.0,83.4185652709,23.26776695296637,1098.6579774514921,274.66449436287303
7809300,21.587258467487857,6.100000000000023,94.0,23.578674030756364,1098.6538253988651,274.6634563497163
7810200,21.695493000047804,6.2000000000000455,104.210871849,23.809698831278215,1098.6513510798757,274.6628377699689
7811100,21.784934116320983,6.300000000000011,114.086134454,23.951963201008077,1098.6497309658769,274.6624327414692
7812000,21.862358197111178,6.400000000000034,123.668329832,24.0,1098.6485789004414,274.66214472511035
7812900,21.932049000771542,6.5,133.0,23.951963201008077,1098.647708836869,274.66192720921725
7813800,21.996899742924256,6.600000000000023,141.706281969,23.80969883127822,1098.6470215240997,274.66175538102493
7814700,22.058460438572354,6.7000000000000455,149.496163683,23.578674030756364,1098.6464602819722,274.66161507049304
7815600,22.11737973325529,6.836328125000023,156.537963555,23.267766952966372,1098.645983526854,274.6614958817135
7816500,22.17386097542999,7.021875000000023,163.0,22.888925582549007,1098.6455719585126,274.66139298962815
7817400,22.22767392419837,7.2214843750000455,168.678743961,22.456708580912725,1098.645214827067,274.6613037067668
7818300,22.27858648633844,7.400000000000034,173.331723027,21.98772580504032,1097.3854650612539,274.34636626531346
7819200,22.32611031299041,7.552845982000008,177.06884058,21.5,1093.2112398237787,273.30280995594467
7820100,22.369138663393187,7.701339286000007,180.0,21.01227419495968,1083.1611326041505,270.7902831510376
7821000,22.403660398783472,7.849162946000035,182.111111111,20.543291419087275,1055.3987692333433,263.8496923083358
7821900,22.409793089266543,8.0,183.314814815,20.111074417450997,963.1471510071169,240.78678775177923
7822800,22.30050889746485,8.17700892900001,183.611111111,19.73223304703363,897.6989515033855,224.42473787584638
7823700,22.11408041460902,8.37678571400005,183.0,19.421325969243636,897.6988272970995,224.42470682427486
7824600,21.930715034945706,8.563169643000037,181.539166667,19.190301168721785,897.698724812848,224.424681203212
7825500,21.780297710129958,8.700000000000045,179.252592593,19.048036798991923,897.6986315024975,224.42465787562438
7826400,21.663987777222644,8.771205357000042,176.089722222,19.0,897.698543671643,224.42463591791076
