time_s,T_zone_degC,T_outdoor_degC,H_global_Wm2,u_heating,power_W,energy_Wh_step
7776000,19.73404167898292,5.083203125000011,0.0,23.52958769846729,1083.5656223267322,270.89140558168305
7776900,20.103141855443198,5.065625000000011,0.0,23.52958769846729,1102.3213692127576,275.5803423031894
7777800,20.454241586316243,5.040234375000011,0.0,23.52958769846729,1100.2331071876501,275.05827679691254
7778700,20.719751809737602,5.0,0.0,23.52958769846729,1098.8080405172784,274.7020101293196
7779600,20.915292837662548,4.9500000000000455,0.0,23.52958769846729,1098.6933084235875,274.6733271058969
7780500,21.062988649642193,4.900000000000034,0.0,23.52958769846729,1098.6668230407643,274.66670576019106
7781400,21.179391696471157,4.850000000000023,0.0,22.77958769846729,1098.6572091135652,274.6643022783913
7782300,21.275351302659942,4.800000000000011,0.0,22.77958769846729,1098.6527824624511,274.6631956156128
7783200,21.357641932889862,4.75,0.0,22.77958769846729,1098.650327109499,274.6625817773747
7784100,21.430450455358596,4.7000000000000455,0.0,22.77958769846729,1098.6487642479374,274.66219106198434
7785000,21.496371963022398,4.650000000000034,0.0,22.77958769846729,1098.6476713005359,274.66191782513397
7785900,21.557039546443946,4.600000000000023,0.0,22.77958769846729,1098.6468549171593,274.66171372928983
7786800,21.61353217123201,4.569531250000011,0.0,23.52958769846729,1098.6462116034054,274.66155290085135
7787700,21.66648658736068,4.568750000000023,0.0,23.52958769846729,1098.6456868860296,274.6614217215074
7788600,21.71614075763938,4.583593750000034,0.0,23.52958769846729,1098.645249136044,274.661312284011
7789500,21.762716713783107,4.600000000000023,0.0,23.52958769846729,1098.6448780662718,274.66121951656794
7790400,21.806513212294988,4.61328125,0.0,23.52958769846729,1098.6445579785745,274.66113949464363
7791300,21.847871177670868,4.631250000000023,0.0,23.52958769846729,1098.6442770342178,274.66106925855445
7792200,21.88702014332125,4.658593750000023,0.0,23.52958769846729,1098.6440269442346,274.66100673605865
7793100,21.924096570693507,4.7000000000000455,0.0,23.52958769846729,1098.6438014727264,274.6609503681816
7794000,21.959185233897188,4.764062500000023,0.0,23.52958769846729,1098.64359495787,274.6608987394675
7794900,21.9922944174146,4.84583333300003,0.0,23.52958769846729,1098.643405988861,274.6608514972153
7795800,22.023411418035494,4.9296875,0.0,23.52958769846729,1098.643234043774,274.6608085109435
