time_s,T_zone_degC,T_outdoor_degC,H_global_Wm2,u_heating,power_W,energy_Wh_step
0,19.959962087608346,6.987695312000028,0.0,24.0,1092.7072442107037,273.17681105267593
900,20.23479674566869,6.9765625,0.0,24.0,1105.0839142760697,276.2709785690174
1800,20.50376261307241,6.967773437000005,0.0,24.0,1100.5345779559525,275.1336444889881
2700,20.696943962105195,6.962500000000034,0.0,24.0,1098.923728365481,274.7309320913703
3600,20.832926964070168,6.961914062000005,0.0,24.0,1098.7121480142614,274.67803700356535
4500,20.933829461161963,6.967187500000023,0.0,24.0,1098.6748832234316,274.6687208058579
5400,21.013389074565907,6.979492187000005,0.0,24.0,1098.6617171067815,274.66542927669536
6300,21.07946021244885,7.0,0.0,24.0,1098.6556810840207,274.66392027100517
7200,21.136585619156676,7.025000000000034,0.0,24.0,1098.6524188585654,274.66310471464135
8100,21.1874673106567,7.050000000000011,0.0,24.0,1098.6504044210076,274.6626011052519
9000,21.23379578042892,7.0750000000000455,0.0,24.0,1098.6490307604558,274.66225769011396
9900,21.276635544588657,7.100000000000023,0.0,24.0,1098.6480249516392,274.6620062379098
10800,21.316663466687373,7.1226721940000175,0.0,24.0,1098.6472501644866,274.66181254112166
11700,21.35433942161046,7.1437925170000085,0.0,24.0,1098.6466294924958,274.66165737312394
12600,21.389992921416933,7.168016582000007,0.0,24.0,1098.6461168518595,274.66152921296487
13500,21.423834263755055,7.2000000000000455,0.0,24.0,1098.645682871583,274.66142071789574
14400,21.45598325944917,7.2429209180000385,0.0,24.0,1098.6453083679357,274.66132709198394
15300,21.48649192163657,7.293707483000048,0.0,24.0,1098.6449811038513,274.6612452759628
16200,21.515416947968788,7.347640306000017,0.0,24.0,1098.6446923500998,274.66117308752496
17100,21.542858666993027,7.400000000000034,0.0,24.0,1098.6444356872364,274.6611089218091
18000,21.568955893233408,7.4500000000000455,0.0,24.0,1098.6442054429244,274.6610513607311
18900,21.593846689770146,7.5,0.0,24.0,1098.6439968437917,274.6609992109479
19800,21.61761710944546,7.550000000000011,0.0,24.0,1098.6438066044216,274.6609516511054
20700,21.640333306924674,7.600000000000023,0.0,24.0,1098.6436321130604,274.6609080282651
21600,21.658457739457106,7.650000000000034,0.0,19.0,1075.966967326859,268.99174183171476
22500,21.659538442547614,7.7000000000000455,0.0,19.0,1013.3554131302969,253.33885328257423
23400,21.582876298588644,7.75,0.0,19.0,897.6987304011951,224.42468260029878
24300,21.377744934476425,7.800000000000011,0.0,19.0,897.6987637489505,224.4246909372376
25200,21.16246988404049,7.8367187500000455,0.0,19.0,897.6988670252078,224.42471675630196
26100,20.96908727882743,7.8562500000000455,0.0,19.0,897.6990242892207,224.42475607230514
27000,20.79788703651775,7.872656250000034,0.0,19.0,897.6992406608681,224.424810165217
27900,20.653842348858916,7.900000000000034,0.0,19.0,897.6994991519708,224.4248747879927
28800,20.534085216086226,7.940625000000011,0.0,19.0,897.6998007224228,224.4249501806057
29700,20.432956523411974,7.987500000000011,0.0,19.0,897.9457954794507,224.48644886986267
30600,20.34569686471582,8.040625000000034,0.0,19.0,898.4534759679385,224.61336899198463
31500,20.269088495044457,8.100000000000023,0.0,19.0,898.902997686778,224.7257494216945
32400,20.201052874043796,8.168750000000045,0.0,19.0,899.2334426592068,224.8083606648017
33300,20.140192846504476,8.245833333000007,0.0,19.0,899.4528335224925,224.86320838062312
34200,20.085218434821286,8.325000000000045,0.128676470588,19.0,899.5982473297253,224.89956183243132
35100,20.03503093611789,8.400000000000034,1.17647058824,19.0,899.7095913402965,224.92739783507412
36000,19.988893476449732,8.473437500000045,4.13602941176,19.0,899.8122358968467,224.95305897421167
36900,19.946444521503224,8.541666667000015,10.0,19.0,899.9169868177462,224.97924670443655
37800,19.907520972911072,8.589062500000011,19.0439022289,19.0,900.0274062015219,225.00685155038045
38700,19.872235292631842,8.600000000000023,30.2200137868,19.0,900.1429126818092,225.03572817045233
39600,19.840682695656312,8.556250000000034,42.5361184513,19.0,900.2619802664959,225.06549506662398
40500,19.812699305674357,8.47083333300003,55.0,19.0,900.381985860427,225.09549646510675
41400,19.7881961178054,8.375,67.7269664418,19.0,900.4970247446072,225.1242561861518
42300,19.76731359002042,8.300000000000011,81.0648792614,19.0,900.5959973803705,225.14899934509262
43200,19.91076220295804,8.248437500000023,94.3703524503,24.0,1086.396103663517,271.5990259158792
44100,20.239308574566394,8.200000000000045,107.0,24.0,1100.9906114325604,275.2476528581401
45000,20.552829209854167,8.151562500000011,117.474269481,24.0,1099.0043334380423,274.7510833595106
45900,20.796703519772677,8.100000000000023,124.770779221,24.0,1098.7175225759481,274.67938064398703
46800,20.98290407688887,8.048437500000034,128.931899351,24.0,1098.675266453523,274.6688166133807
47700,21.13203629794907,7.991666667000004,130.0,24.0,1098.6612995876847,274.66532489692116
48600,21.258085962727193,7.9140625,128.070253759,24.0,1098.6551820719494,274.66379551798735
49500,21.36857944109545,7.800000000000011,123.234962406,24.0,1098.6519722684811,274.6629930671203
50400,21.468423450785053,7.631250000000023,115.53218985,24.0,1098.650027019196,274.662506754799
51300,21.561634225761054,7.420833333000019,105.0,24.0,1098.648715421965,274.6621788554913
52200,21.650718614314428,7.2000000000000455,92.4096628289,24.0,1098.6477595562533,274.6619398890633
53100,21.736651496429374,7.0,79.0266447368,24.0,1098.6470217454703,274.66175543636757
54000,21.817960577821452,6.823325893000003,65.6303042763,24.0,1098.6464335814724,274.6616083953681
54900,21.894079089217485,6.649702380999997,53.0,24.0,1098.6459524986444,274.6614881246611
55800,21.965584913381065,6.476227679000033,40.8211759868,24.0,1098.6455502064455,274.66138755161137
56700,22.026443892335635,6.300000000000011,28.9273026316,24.0,1098.6452159956539,274.66130399891347
57600,22.071121489616246,6.083928571000001,18.3197779605,24.0,1098.6449444237785,274.6612361059446
